Arid3a	Tsc22d4	1
Arid3a	Camp	1
Arid3a	Lims1	1
Arid3a	Acap2	1
Arid3a	Mctp1	1
Arid3a	Bin3	1
Arid3a	Hmgn2	1
Arid3a	Clec10a	1
Arid3a	Rnase6	1
Arid3a	Zfp710	1
Arid3a	Cd68	1
Arid3a	Ncf2	1
Arid3a	Ncf4	1
Arid3a	Nedd9	1
Arid3a	B430306N03Rik	1
Arid3a	Cxcr2	1
Arid3a	Lcorl	1
Arid3a	Sp3	1
Arid3a	Arhgef6	1
Arid3a	Ffar2	1
Arid3a	Pik3cg	1
Arid3a	Tnni2	1
Arid3a	Itgal	1
Arid3a	Dapp1	1
Arid3a	Sash3	1
Arid3a	Sept1	1
Arid3a	Rac2	1
Arid3a	Samsn1	1
Arid3a	Vav1	1
Arid3a	Arhgap30	1
Arid3a	Lrmp	1
Arid3a	Gpsm3	1
Arid3a	Fam96a	1
Arid3a	Rhog	1
Arid3a	Spn	1
Arid3a	Rffl	1
Arid3a	Rreb1	1
Arid3a	Fcrla	1
Arid3a	Fam193b	1
Arid3a	Nr4a3	1
Arid3a	Wdfy4	1
Arid3a	Siglece	1
Arid3a	Tnfaip8l2	1
Arid3a	Rap2c	1
Arid3a	Parp8	1
Arid3a	Fcgr4	1
Arid3a	Sell	1
Arid3a	Hoxb6	1
Arid3a	Inpp4a	1
Arid3a	Fgd4	1
Arid3a	Akna	1
Arid3a	Spns3	1
Arid3a	Baz1a	1
Arid3a	Ccnd3	1
Arid3a	Dennd1b	1
Arid3a	Cd37	1
Arid3a	Arhgap15	1
Arid3a	Tpd52l1	1
Arid3a	Sirpa	1
Arid3a	Anxa9	1
Arid3a	Dock2	1
Arid3a	Lefty1	1
Arid3a	Pilrb1	1
Arid3a	Bcas1	1
Arid3a	Plcb2	1
Arid3a	Cyth4	1
Arid3a	Fam129a	1
Arid3a	Rpe	1
Arid3a	Mospd1	1
Arid3a	Sh3bp2	1
Arid3a	Tnf	1
Arid3a	6530402F18Rik	1
Arid3a	Tmem229b	1
Arid3a	Csf3r	1
Arid3a	Cybb	1
Arid3a	Fgr	1
Arid3a	Clec5a	1
Arid3a	Nfe2	1
Arid3a	Tmcc1	1
Arid3a	Aldh3b1	1
Arid3a	S100a8	1
Arid3a	Prkcd	1
Arid3a	Lst1	1
Arid3a	Gapt	1
Arid3a	Alox5ap	1
Arid3a	Ltb4r1	1
Atf3	Fosb	1
Atf3	Tpm4	1
Atf3	Arg2	1
Atf3	Dusp1	1
Atf3	Lrrc8a	1
Atf3	Nr4a2	1
Atf3	Tmem59l	1
Atf3	Ppp2ca	1
Atf3	Impdh2	1
Atf3	Zfp593	1
Atf3	Ahcyl1	1
Atf3	Gem	1
Atf3	Pitx2	1
Atf3	Btg2	1
Atf3	Tubb2b	1
Atf3	Akirin1	1
Atf3	Cds1	1
Atf3	Epha2	1
Atf3	Gprc5a	1
Atf3	Trib1	1
Atf3	Ldha	1
Atf3	Arih1	1
Atf3	Golph3	1
Atf3	Isl1	1
Atf3	Sidt2	1
Atf3	Zbtb11	1
Atf3	Ppp1r15a	1
Atf3	Rab25	1
Atf3	Clk4	1
Atf3	Atf3	1
Atf3	Pmvk	1
Atf3	Ptp4a1	1
Atf3	Dusp8	1
Atf3	Ntrk2	1
Atf3	Aig1	1
Atf3	Arl5b	1
Atf3	Tra2a	1
Atf3	Jun	1
Atf3	Avpi1	1
Atf3	Arl4d	1
Atf3	Eif1	1
Atf3	Ythdc1	1
Atf3	Maff	1
Atf3	Cldn7	1
Atf3	Gtf2f1	1
Atf3	Usp2	1
Atf3	Ankrd17	1
Atf3	Glod4	1
Atf3	Cxcl16	1
Atf3	Pwwp2b	1
Atf3	Vamp3	1
Atf3	Rbms2	1
Atf3	Emd	1
Atf3	Rbm3	1
Atf3	Ripk4	1
Atf3	Wsb1	1
Atf3	Zfand5	1
Atf3	Slc25a33	1
Atf3	Srsf3	1
Atf3	Lyrm1	1
Atf3	Trip6	1
Atf3	Cltb	1
Atf3	Rap1b	1
Atf3	Usp22	1
Atf3	Ccnl1	1
Atf3	Rela	1
Atf3	Ddx3x	1
Atf3	Appbp2	1
Atf3	Tubb2a	1
Atf3	Fbxo34	1
Atf3	Stat3	1
Atf3	Ppp1r10	1
Atf3	1810013L24Rik	1
Atf3	Ier2	1
Atf3	Cyr61	1
Atf3	Dctn3	1
Atf3	Ndst1	1
Atf3	Tra2b	1
Atf3	Nphp1	1
Atf3	Eif3h	1
Atf3	Klf6	1
Atf3	Hsp90ab1	1
Atf3	Ubap1	1
Atf3	Pogk	1
Atf3	Msx2	1
Atf3	Egr2	1
Atf3	Fscn1	1
Atf3	Myl6	1
Atf3	Tmem165	1
Atf3	Uba52	1
Atf3	Sash1	1
Atf3	Hivep1	1
Atf3	Ehd4	1
Atf3	Jdp2	1
Atf3	2810408A11Rik	1
Atf3	Dnajb4	1
Atf3	Mlf1	1
Atf3	Dnaja2	1
Atf3	Ssr4	1
Atf3	Ddx5	1
Atf3	Pabpc1	1
Atf3	Creb5	1
Atf3	Ppp2r2d	1
Atf3	Ywhag	1
Atf3	Coq10b	1
Atf3	Txnl1	1
Atf3	Zcrb1	1
Atf3	Spag9	1
Atf3	Ppp2r5b	1
Atf3	Tubb3	1
Atf3	Dusp16	1
Atf3	Cdc42ep4	1
